timestamp,ip_address,country,latitude,longitude,protocol,attack_type,login_attempts,session_duration,unique_ports,payload_size,cluster,attacker_profile,threat_score,mitre_id,mitre_technique,mitre_tactic,mitre_severity,hour,attack_speed,is_night_attacker,preferred_hour,retry_rate,is_persistent,gave_up_quickly,is_focused,is_scanner,is_slow_attacker,is_aggressive,stealth_score,behavior_persona
2024-01-16 10:49:33,183.73.60.70,Brazil,-11.7172,-48.5267,FTP,sql_injection,161,29.09,29,5177,0,Driven Explorer,80,T1190,Exploit Public-Facing Application,Initial Access,Critical,10,0.1795679012345679,False,10,5.3506148222000665,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 09:44:09,139.119.106.16,UK,55.7796,-7.0523,HTTP,xss,55,8.18,27,21784,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,9,0.14607142857142857,False,9,5.991285403050109,True,True,False,True,False,True,25,Script Kiddie
2024-01-25 17:54:56,77.192.99.219,Netherlands,56.181,6.1321,DNS,xss,148,45.96,1,23152,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,17,0.30845637583892616,False,17,3.151618398637138,True,False,True,False,False,True,50,Script Kiddie
2024-01-08 16:14:31,87.171.173.205,Romania,48.4184,25.4281,Telnet,credential_stuffing,70,52.58,2,25584,2,Casual Scanner,40,T1078,Valid Accounts,Defense Evasion,Critical,16,0.7405633802816901,False,16,1.3064576334453155,True,False,True,False,False,True,50,Script Kiddie
2024-01-30 23:34:01,22.164.109.35,USA,40.4953,-91.5175,DNS,xss,101,71.23,43,1876,0,Driven Explorer,65,T1189,Drive-by Compromise,Initial Access,High,23,0.6983333333333334,False,23,1.39831095112834,True,False,False,True,False,True,25,Script Kiddie
2024-01-25 09:20:21,214.20.120.5,USA,32.593,-96.9219,SMTP,directory_traversal,98,33.75,27,16632,0,Driven Explorer,64,T1083,File and Directory Discovery,Discovery,Medium,9,0.3409090909090909,False,9,2.820143884892086,True,False,False,True,False,True,25,Script Kiddie
2024-01-02 17:49:41,215.5.159.40,China,40.8608,102.695,HTTP,port_scan,194,4.21,16,13165,0,Driven Explorer,80,T1046,Network Service Discovery,Discovery,Medium,17,0.02158974358974359,False,17,37.23608445297505,True,True,False,True,False,True,25,Script Kiddie
2024-01-25 09:44:16,184.29.199.210,Ukraine,50.074,31.8053,HTTP,sql_injection,95,20.55,39,49116,1,Targeted Attacker,84,T1190,Exploit Public-Facing Application,Initial Access,Critical,9,0.21406250000000002,False,9,4.408352668213457,True,False,False,True,False,True,25,Script Kiddie
2024-01-13 16:58:24,213.160.62.27,Russia,62.3108,109.6077,SMTP,sql_injection,184,24.2,38,45360,1,Targeted Attacker,97,T1190,Exploit Public-Facing Application,Initial Access,Critical,16,0.1308108108108108,False,16,7.301587301587301,True,False,False,True,False,True,25,Script Kiddie
2024-01-02 19:36:50,18.129.165.88,Canada,57.973,-103.2915,SSH,xss,89,64.16,43,24385,0,Driven Explorer,61,T1189,Drive-by Compromise,Initial Access,High,19,0.7128888888888889,False,19,1.3658686310620014,True,False,False,True,False,True,25,Script Kiddie
2024-01-15 12:57:53,134.247.166.70,Canada,56.0324,-107.0116,RDP,directory_traversal,182,18.78,12,48190,1,Targeted Attacker,97,T1083,File and Directory Discovery,Discovery,High,12,0.10262295081967214,False,12,9.201213346814964,True,False,False,True,False,True,25,Script Kiddie
2024-01-28 18:17:20,226.115.62.193,Japan,36.0398,137.6086,Telnet,directory_traversal,63,99.77,6,18379,2,Casual Scanner,40,T1083,File and Directory Discovery,Discovery,Medium,18,1.55890625,False,18,0.6251860672819292,True,False,False,True,False,False,25,Script Kiddie
2024-01-16 14:20:11,72.225.152.180,Iran,34.1098,52.052,FTP,directory_traversal,55,42.9,17,22404,2,Casual Scanner,40,T1083,File and Directory Discovery,Discovery,Medium,14,0.7660714285714285,False,14,1.2528473804100229,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 09:26:31,183.125.114.203,China,36.028,101.106,SSH,brute_force,195,29.22,31,42429,1,Targeted Attacker,99,T1110,Brute Force,Credential Access,Critical,9,0.1490816326530612,False,9,6.452680344142952,True,False,False,True,False,True,25,Script Kiddie
2024-01-16 11:37:23,141.84.90.180,Brazil,-17.019,-50.0074,Telnet,sql_injection,142,63.95,28,48985,1,Targeted Attacker,91,T1190,Exploit Public-Facing Application,Initial Access,Critical,11,0.4472027972027972,False,11,2.1862971516551193,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 08:07:47,190.123.70.186,Brazil,-16.721,-55.7187,RDP,directory_traversal,196,82.97,13,14280,0,Driven Explorer,80,T1083,File and Directory Discovery,Discovery,Medium,8,0.42116751269035535,False,8,2.3341669643920446,True,False,False,True,False,True,25,Script Kiddie
2024-01-06 08:14:23,71.11.249.14,Iran,30.2579,49.6933,RDP,sql_injection,78,2.19,35,8395,0,Driven Explorer,58,T1190,Exploit Public-Facing Application,Initial Access,Critical,8,0.02772151898734177,False,8,24.45141065830721,True,True,False,True,False,True,25,Script Kiddie
2024-01-01 18:06:55,88.47.247.14,France,50.6685,3.5924,FTP,xss,147,34.48,31,28966,1,Targeted Attacker,92,T1189,Drive-by Compromise,Initial Access,Critical,18,0.23297297297297295,False,18,4.143179255918828,True,False,False,True,False,True,25,Script Kiddie
2024-01-02 04:40:43,22.254.63.31,Russia,64.7452,104.3259,RDP,xss,39,18.33,37,20012,2,Casual Scanner,32,T1189,Drive-by Compromise,Initial Access,High,4,0.45824999999999994,True,4,2.017589239524056,False,False,False,True,False,True,20,Script Kiddie
2024-01-30 19:24:28,79.145.158.16,Iran,33.3892,54.8722,RDP,credential_stuffing,114,36.03,38,28203,1,Targeted Attacker,87,T1078,Valid Accounts,Defense Evasion,Critical,19,0.31330434782608696,False,19,3.078584931136916,True,False,False,True,False,True,25,Script Kiddie
2024-01-06 09:42:05,1.104.115.177,Russia,65.9999,102.3967,RDP,xss,62,21.27,5,10358,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,9,0.3376190476190476,False,9,2.7840143691064214,True,False,True,False,False,True,50,Script Kiddie
2024-01-03 10:55:29,151.169.205.240,Brazil,-18.9086,-54.0443,HTTP,xss,176,28.39,17,41063,1,Targeted Attacker,96,T1189,Drive-by Compromise,Initial Access,Critical,10,0.1603954802259887,False,10,5.988431439265056,True,False,False,True,False,True,25,Script Kiddie
2024-01-03 21:52:09,192.211.145.236,Russia,61.9696,106.7951,FTP,xss,16,20.33,20,39096,2,Casual Scanner,16,T1189,Drive-by Compromise,Initial Access,High,21,1.1958823529411764,False,21,0.7501172058134083,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-18 12:17:32,228.110.188.83,Russia,61.211,103.3597,RDP,sql_injection,127,52.81,39,2712,0,Driven Explorer,73,T1190,Exploit Public-Facing Application,Initial Access,Critical,12,0.412578125,False,12,2.360156104813232,True,False,False,True,False,True,25,Script Kiddie
2024-01-01 20:36:37,11.195.193.45,China,31.775,108.8145,Telnet,directory_traversal,196,80.84,18,37864,1,Targeted Attacker,99,T1083,File and Directory Discovery,Discovery,High,20,0.4103553299492386,False,20,2.3949169110459434,True,False,False,True,False,True,25,Script Kiddie
2024-01-27 23:27:40,105.85.82.172,South Korea,35.3301,125.5485,SSH,port_scan,126,116.3,31,22903,0,Driven Explorer,72,T1046,Network Service Discovery,Discovery,Medium,23,0.915748031496063,False,23,1.0741687979539642,True,False,False,True,False,True,25,Script Kiddie
2024-01-25 17:25:52,65.82.29.249,India,19.7102,78.9176,DNS,xss,141,4.89,6,20712,2,Casual Scanner,40,T1189,Drive-by Compromise,Initial Access,High,17,0.03443661971830986,False,17,23.93887945670628,True,True,False,True,False,True,25,Script Kiddie
2024-01-14 17:34:29,194.127.160.114,Canada,56.2764,-101.4656,DNS,brute_force,14,22.92,24,40904,2,Casual Scanner,14,T1110,Brute Force,Credential Access,High,17,1.528,False,17,0.5852842809364548,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-16 10:56:44,205.61.181.41,Germany,48.8363,6.7616,FTP,directory_traversal,32,3.95,41,40003,2,Casual Scanner,27,T1083,File and Directory Discovery,Discovery,Medium,10,0.1196969696969697,False,10,6.4646464646464645,False,True,False,True,False,True,0,Script Kiddie
2024-01-15 23:58:07,239.183.74.131,China,36.3842,100.1275,SMTP,sql_injection,31,77.9,10,32761,2,Casual Scanner,26,T1190,Exploit Public-Facing Application,Initial Access,Critical,23,2.434375,False,23,0.39290240811153354,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-13 09:35:09,226.34.221.18,Netherlands,55.4798,10.0937,FTP,xss,49,110.66,33,49009,1,Targeted Attacker,77,T1189,Drive-by Compromise,Initial Access,Critical,9,2.2132,False,9,0.4388321690847215,False,False,False,True,False,False,0,Researcher/Scanner
2024-01-10 19:18:46,222.38.114.138,India,24.9362,79.0403,Telnet,sql_injection,151,69.8,43,32189,1,Targeted Attacker,92,T1190,Exploit Public-Facing Application,Initial Access,Critical,19,0.45921052631578946,False,19,2.132768361581921,True,False,False,True,False,True,25,Script Kiddie
2024-01-07 14:20:55,220.198.105.12,India,21.1129,79.3972,FTP,credential_stuffing,179,29.04,25,15406,0,Driven Explorer,80,T1078,Valid Accounts,Defense Evasion,Critical,14,0.16133333333333333,False,14,5.958721704394141,True,False,False,True,False,True,25,Script Kiddie
2024-01-27 12:42:50,33.128.247.152,Ukraine,50.4317,34.2797,FTP,brute_force,167,117.71,32,2526,0,Driven Explorer,80,T1110,Brute Force,Credential Access,High,12,0.7006547619047618,False,12,1.406789655462893,True,False,False,True,False,True,25,Script Kiddie
2024-01-05 21:00:46,121.200.248.68,Canada,59.5808,-110.3497,FTP,directory_traversal,105,104.58,10,5003,0,Driven Explorer,66,T1083,File and Directory Discovery,Discovery,Medium,21,0.9866037735849057,False,21,0.9945065353286607,True,False,False,True,False,True,25,Script Kiddie
2024-01-18 11:43:54,228.194.124.224,France,45.2024,-1.9831,RDP,brute_force,98,114.52,41,47201,1,Targeted Attacker,84,T1110,Brute Force,Credential Access,Critical,11,1.1567676767676767,False,11,0.8483379501385042,True,False,False,True,False,False,25,Script Kiddie
2024-01-03 21:14:47,181.223.25.114,Iran,28.1121,54.9996,HTTP,credential_stuffing,112,117.41,49,41633,1,Targeted Attacker,86,T1078,Valid Accounts,Defense Evasion,Critical,21,1.0390265486725663,False,21,0.9458660586099147,True,False,False,True,False,False,25,Script Kiddie
2024-01-12 19:18:22,145.174.202.47,Brazil,-10.2008,-56.4654,HTTP,port_scan,111,17.9,34,27104,1,Targeted Attacker,86,T1046,Network Service Discovery,Discovery,High,19,0.15982142857142856,False,19,5.8730158730158735,True,False,False,True,False,True,25,Script Kiddie
2024-01-19 17:31:58,118.65.170.3,Russia,62.6189,104.1442,DNS,xss,37,28.25,41,16744,2,Casual Scanner,30,T1189,Drive-by Compromise,Initial Access,High,17,0.743421052631579,False,17,1.264957264957265,False,False,False,True,False,True,0,Script Kiddie
2024-01-10 04:22:37,117.216.77.51,UK,53.2544,-2.97,Telnet,xss,164,115.46,45,16490,0,Driven Explorer,80,T1189,Drive-by Compromise,Initial Access,High,4,0.6997575757575757,True,4,1.4082088270650868,True,False,False,True,False,True,45,Script Kiddie
2024-01-01 16:44:18,222.175.199.191,Russia,58.8961,106.038,SSH,directory_traversal,169,47.8,1,37188,1,Targeted Attacker,95,T1083,File and Directory Discovery,Discovery,High,16,0.28117647058823525,False,16,3.4631147540983607,True,False,True,False,False,True,50,Script Kiddie
2024-01-20 10:51:14,65.173.193.185,France,46.1949,6.2553,DNS,credential_stuffing,91,26.67,13,40790,2,Casual Scanner,40,T1078,Valid Accounts,Defense Evasion,Critical,10,0.2898913043478261,False,10,3.28876039031442,True,False,False,True,False,True,25,Script Kiddie
2024-01-10 21:41:02,34.23.232.76,South Korea,39.2912,129.0494,FTP,credential_stuffing,113,4.49,24,48095,1,Targeted Attacker,86,T1078,Valid Accounts,Defense Evasion,Critical,21,0.039385964912280705,False,21,20.58287795992714,True,True,False,True,False,True,25,Script Kiddie
2024-01-17 15:23:33,248.206.75.192,Netherlands,48.889,1.6129,DNS,sql_injection,70,99.74,17,31678,2,Casual Scanner,40,T1190,Exploit Public-Facing Application,Initial Access,Critical,15,1.4047887323943662,False,15,0.6948580504268415,True,False,False,True,False,False,25,Script Kiddie
2024-01-22 07:14:55,94.23.202.102,Japan,32.3565,142.8818,SSH,sql_injection,186,81.09,26,36624,1,Targeted Attacker,97,T1190,Exploit Public-Facing Application,Initial Access,Critical,7,0.43363636363636365,False,7,2.2658058228773297,True,False,False,True,False,True,25,Script Kiddie
2024-01-13 18:16:37,60.120.6.159,Romania,42.1791,23.6527,RDP,sql_injection,164,112.86,7,44326,1,Targeted Attacker,94,T1190,Exploit Public-Facing Application,Initial Access,Critical,18,0.6839999999999999,False,18,1.4403653609696119,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 17:29:58,12.242.9.78,UK,56.4789,-1.9595,Telnet,brute_force,78,78.08,8,9260,2,Casual Scanner,40,T1110,Brute Force,Credential Access,High,17,0.9883544303797468,False,17,0.9863429438543247,True,False,False,True,False,True,25,Script Kiddie
2024-01-24 12:23:42,191.186.39.227,Russia,58.872,105.6943,Telnet,credential_stuffing,179,113.54,27,38591,1,Targeted Attacker,96,T1078,Valid Accounts,Defense Evasion,Critical,12,0.6307777777777778,False,12,1.5627728304522437,True,False,False,True,False,True,25,Script Kiddie
2024-01-23 22:17:02,219.92.25.252,Russia,64.8609,106.4753,SMTP,sql_injection,95,26.46,29,15573,0,Driven Explorer,63,T1190,Exploit Public-Facing Application,Initial Access,Critical,22,0.275625,False,22,3.459577567370721,True,False,False,True,False,True,25,Script Kiddie
2024-01-04 03:17:12,164.152.248.6,Romania,49.9602,26.4151,SSH,sql_injection,117,11.45,14,42154,1,Targeted Attacker,87,T1190,Exploit Public-Facing Application,Initial Access,Critical,3,0.09703389830508474,True,3,9.397590361445785,True,False,False,True,False,True,45,Script Kiddie
2024-01-18 09:53:48,199.37.201.231,Germany,56.0539,13.3213,RDP,brute_force,54,70.57,15,21632,2,Casual Scanner,40,T1110,Brute Force,Credential Access,High,9,1.283090909090909,False,9,0.7545060779656281,True,False,False,True,False,False,25,Script Kiddie
2024-01-06 07:16:51,4.91.202.202,Brazil,-10.6509,-55.4784,HTTP,directory_traversal,29,79.5,2,8737,2,Casual Scanner,25,T1083,File and Directory Discovery,Discovery,Medium,7,2.65,False,7,0.36024844720496896,False,False,True,False,False,False,25,Script Kiddie
2024-01-04 07:26:33,132.151.27.116,India,15.7515,76.6166,RDP,port_scan,191,8.1,29,23826,1,Targeted Attacker,98,T1046,Network Service Discovery,Discovery,High,7,0.042187499999999996,False,7,20.98901098901099,True,True,False,True,False,True,25,Script Kiddie
2024-01-15 20:33:19,217.102.109.176,Iran,27.8616,56.5203,SSH,xss,165,115.7,4,31490,1,Targeted Attacker,94,T1189,Drive-by Compromise,Initial Access,Critical,20,0.696987951807229,False,20,1.4138817480719794,True,False,True,False,False,True,50,Script Kiddie
2024-01-03 05:38:09,141.182.83.98,France,50.3246,-2.0514,RDP,directory_traversal,33,33.36,41,38462,2,Casual Scanner,28,T1083,File and Directory Discovery,Discovery,Medium,5,0.9811764705882353,True,5,0.9604190919674039,False,False,False,True,False,True,20,Script Kiddie
2024-01-28 06:44:07,185.221.55.111,Brazil,-14.6978,-50.871,Telnet,port_scan,168,78.28,50,36232,1,Targeted Attacker,95,T1046,Network Service Discovery,Discovery,High,6,0.4631952662721894,True,6,2.119071644803229,True,False,False,True,False,True,45,Script Kiddie
2024-01-14 13:06:20,176.236.121.18,Netherlands,50.5219,4.8263,SSH,brute_force,81,79.98,24,10103,0,Driven Explorer,59,T1110,Brute Force,Credential Access,High,13,0.9753658536585367,False,13,1.00024697456162,True,False,False,True,False,True,25,Script Kiddie
2024-01-02 12:08:35,172.31.105.91,Russia,60.8428,107.7647,DNS,credential_stuffing,151,114.82,36,21703,0,Driven Explorer,80,T1078,Valid Accounts,Defense Evasion,Critical,12,0.7553947368421052,False,12,1.3037471939216025,True,False,False,True,False,True,25,Script Kiddie
2024-01-10 03:18:38,40.168.123.58,Japan,35.4342,142.4113,DNS,brute_force,91,12.88,33,14042,0,Driven Explorer,62,T1110,Brute Force,Credential Access,High,3,0.14,True,3,6.556195965417867,True,False,False,True,False,True,45,Script Kiddie
2024-01-26 18:36:14,158.172.164.143,India,24.0474,77.6385,SSH,directory_traversal,110,101.5,50,40845,1,Targeted Attacker,86,T1083,File and Directory Discovery,Discovery,High,18,0.9144144144144144,False,18,1.0731707317073171,True,False,False,True,False,True,25,Script Kiddie
