timestamp,ip_address,country,latitude,longitude,protocol,attack_type,login_attempts,session_duration,unique_ports,payload_size
2024-01-29 07:12:59,108.157.196.240,Canada,53.427,-106.7405,SSH,port_scan,186,91.98,3,43366
2024-01-28 13:43:45,113.59.138.56,Germany,46.8386,11.3909,DNS,brute_force,13,29.75,3,26462
2024-01-11 19:46:36,61.77.224.37,USA,37.1292,-97.8203,SMTP,directory_traversal,148,71.95,44,21115
2024-01-24 15:37:56,127.12.248.89,Germany,50.3013,8.203,SMTP,credential_stuffing,45,75.31,28,36528
2024-01-13 13:09:19,218.57.76.220,Netherlands,54.9906,3.4786,SMTP,port_scan,48,90.65,31,15892
2024-01-17 13:26:35,85.165.20.237,Japan,35.8351,133.8291,Telnet,sql_injection,35,46.92,17,13425
2024-01-20 03:24:43,206.194.150.186,Russia,61.8804,108.6129,SMTP,directory_traversal,155,5.23,5,12431
2024-01-07 11:58:00,194.122.234.63,Germany,50.9596,14.1462,SMTP,directory_traversal,49,115.47,8,49047
2024-01-13 15:49:18,67.92.131.226,France,43.2727,6.365,Telnet,xss,120,64.27,23,20312
2024-01-07 18:20:58,222.56.189.38,Russia,64.5522,107.5429,SSH,sql_injection,95,37.89,3,36965
2024-01-11 13:09:12,141.167.241.176,Romania,50.2908,25.7582,FTP,sql_injection,59,45.89,16,32822
2024-01-06 17:31:29,185.139.125.48,Japan,39.4207,142.918,RDP,credential_stuffing,188,95.5,11,9272
2024-01-02 04:52:42,60.17.181.39,China,36.1011,107.5861,SSH,port_scan,196,1.26,9,41433
2024-01-30 17:59:39,137.141.105.4,Romania,45.5033,20.5713,SSH,directory_traversal,124,79.28,2,533
2024-01-22 00:52:44,236.24.134.39,France,43.975,6.9885,HTTP,port_scan,111,96.84,12,7113
2024-01-12 10:25:05,58.76.175.212,Iran,32.6925,56.8401,DNS,brute_force,104,55.35,16,45794
2024-01-13 01:25:24,180.43.21.128,South Korea,40.8245,129.2658,DNS,xss,142,57.38,41,719
2024-01-17 20:06:57,122.69.11.237,South Korea,38.7516,128.4255,SSH,credential_stuffing,11,27.96,45,37244
2024-01-28 17:11:59,37.192.210.183,UK,53.1818,-3.0057,DNS,xss,81,2.37,14,38571
2024-01-13 09:53:54,194.189.35.203,UK,51.1475,-6.8115,SMTP,credential_stuffing,174,107.63,22,25255
2024-01-27 03:27:14,245.152.101.249,Russia,61.5319,110.062,DNS,sql_injection,20,41.2,50,40330
2024-01-18 13:14:22,170.97.21.198,China,37.2029,107.0309,RDP,sql_injection,97,52.11,44,38495
2024-01-26 10:24:45,93.27.23.2,Japan,33.6693,133.988,FTP,xss,163,18.94,25,20853
2024-01-18 05:27:28,23.90.141.24,India,23.2072,74.9852,RDP,directory_traversal,143,61.74,7,1821
2024-01-03 10:24:49,134.43.175.98,Japan,34.4491,137.1053,HTTP,port_scan,186,108.19,16,37583
2024-01-14 04:27:17,65.241.63.185,Brazil,-16.2237,-51.9941,SMTP,xss,77,58.37,5,23766
2024-01-11 07:00:25,86.110.208.211,Iran,33.5946,53.2666,DNS,credential_stuffing,159,45.9,22,28950
2024-01-11 22:12:30,189.177.162.126,Iran,28.7891,51.8947,RDP,port_scan,46,115.77,21,19200
2024-01-19 12:07:59,175.196.140.7,India,19.3543,82.1278,SMTP,xss,52,71.27,35,11891
2024-01-28 19:04:52,78.61.64.169,France,43.3241,5.1906,HTTP,credential_stuffing,105,80.92,9,41606
2024-01-13 23:30:37,140.9.202.248,Netherlands,55.0234,1.031,FTP,credential_stuffing,137,61.04,45,27513
2024-01-08 21:06:49,157.11.144.252,UK,58.5011,-2.4978,SMTP,credential_stuffing,169,79.93,11,42501
2024-01-01 22:27:06,133.142.148.177,South Korea,34.904,130.2937,RDP,port_scan,26,31.42,33,49045
2024-01-05 17:44:32,76.106.235.247,Ukraine,47.1206,30.7962,SSH,brute_force,89,119.73,31,6951
2024-01-07 11:29:50,113.184.178.116,Canada,60.5372,-109.93,FTP,brute_force,134,58.21,31,6497
2024-01-04 01:21:41,133.44.141.41,Brazil,-18.7882,-49.8175,FTP,directory_traversal,174,96.11,48,16085
2024-01-21 12:11:11,158.226.50.116,Netherlands,56.7172,2.6099,RDP,xss,169,52.14,2,48425
2024-01-26 10:45:51,94.83.50.118,Netherlands,47.1771,2.4393,SSH,sql_injection,17,69.49,35,12352
2024-01-20 17:38:24,217.117.158.45,South Korea,39.5342,128.0441,DNS,credential_stuffing,101,70.65,23,23167
2024-01-11 16:43:08,96.177.36.131,France,49.2337,6.4005,Telnet,xss,31,29.01,8,12096
2024-01-23 08:40:34,43.125.73.36,Iran,28.8066,52.5251,HTTP,sql_injection,166,111.72,12,36466
2024-01-05 12:00:31,168.126.104.176,Canada,55.6404,-110.8107,Telnet,xss,50,97.92,36,33224
2024-01-25 05:01:50,138.73.43.200,France,49.6265,2.1007,Telnet,directory_traversal,57,35.4,18,14835
2024-01-09 15:36:07,211.193.10.195,France,48.9531,2.1668,SMTP,xss,199,65.4,24,35623
2024-01-08 18:41:48,68.89.220.210,Romania,43.1286,24.2183,SSH,xss,77,105.04,3,29573
2024-01-19 09:51:47,162.109.42.158,Canada,61.07,-103.5905,HTTP,port_scan,177,42.4,46,40094
2024-01-18 11:17:38,75.146.68.244,Canada,53.1998,-110.7532,DNS,directory_traversal,44,39.18,46,19278
2024-01-30 22:50:26,180.221.33.64,UK,57.1711,-7.4837,HTTP,credential_stuffing,16,119.1,42,8415
2024-01-19 17:31:09,116.19.162.204,India,23.8785,81.5776,DNS,brute_force,162,32.61,27,24687
2024-01-16 21:23:29,24.187.248.118,Netherlands,52.2887,3.0736,SMTP,credential_stuffing,84,70.04,50,48119
2024-01-27 15:13:27,87.140.147.34,France,44.8098,-2.153,RDP,xss,55,59.62,21,18685
2024-01-26 03:06:40,117.0.253.246,Japan,34.6422,140.0784,Telnet,port_scan,118,2.45,11,29020
2024-01-29 10:55:59,22.95.170.232,France,50.3217,6.0352,SMTP,port_scan,71,11.65,24,16509
2024-01-21 17:14:27,123.19.33.152,China,34.8251,102.2505,HTTP,directory_traversal,24,84.59,1,14086
2024-01-14 11:07:55,99.22.187.207,South Korea,35.3585,122.8475,SSH,brute_force,178,16.29,5,15104
2024-01-28 12:52:48,18.135.144.3,India,19.2693,76.9555,RDP,credential_stuffing,35,77.17,44,9462
2024-01-14 16:09:58,230.25.35.193,USA,36.4912,-93.4886,SSH,directory_traversal,158,82.54,14,5781
2024-01-09 11:08:15,154.184.155.73,France,45.0679,6.8462,DNS,credential_stuffing,166,10.57,36,39487
2024-01-17 10:33:38,14.200.229.204,China,39.3406,105.7795,HTTP,xss,49,89.87,19,42447
2024-01-01 16:33:56,221.214.145.108,Netherlands,48.26,5.2871,FTP,directory_traversal,93,112.1,9,25451
2024-01-19 23:04:01,237.15.242.203,South Korea,32.6355,127.477,Telnet,directory_traversal,18,2.15,14,2710
2024-01-03 13:44:25,72.21.79.21,Brazil,-12.9493,-51.9148,RDP,port_scan,164,64.62,40,10106
2024-01-21 16:48:53,112.186.244.217,Japan,32.7586,136.5204,HTTP,brute_force,175,77.36,20,45888
2024-01-10 13:38:03,31.3.181.36,Germany,47.0278,9.7963,SMTP,brute_force,171,89.13,48,11611
2024-01-09 15:52:46,188.226.30.198,USA,37.0543,-97.2458,SSH,sql_injection,43,44.94,48,17713
2024-01-03 10:36:40,128.219.145.43,Japan,35.498,138.4914,FTP,port_scan,128,54.9,24,3733
2024-01-24 17:07:14,12.120.93.99,Brazil,-11.5017,-47.9826,HTTP,port_scan,131,0.81,1,16126
2024-01-21 19:45:47,235.184.81.70,UK,59.9815,-8.0824,DNS,brute_force,108,27.33,16,27379
2024-01-26 21:11:14,225.119.221.73,Iran,31.156,53.7084,DNS,sql_injection,133,117.78,26,4617
2024-01-26 12:18:36,95.151.248.127,India,16.4576,78.5304,DNS,port_scan,78,88.88,16,30503
2024-01-14 09:00:59,215.177.224.3,France,50.232,4.8185,FTP,brute_force,7,28.34,23,41777
2024-01-17 18:06:13,183.71.23.12,Japan,37.7778,141.743,HTTP,directory_traversal,61,50.67,4,9430
2024-01-04 23:05:37,152.145.15.112,Netherlands,54.1411,4.0162,SMTP,port_scan,130,16.45,26,5004
